customer_key,customer_name,email,city,country,active_status
293,MAE FLETCHER,MAE.FLETCHER@sakilacustomer.org,Donostia-San Sebastin,Spain,1
294,SHELLY WATTS,SHELLY.WATTS@sakilacustomer.org,Dayton,United States,1
295,DAISY BATES,DAISY.BATES@sakilacustomer.org,Kolpino,Russian Federation,1
296,RAMONA HALE,RAMONA.HALE@sakilacustomer.org,Patiala,India,1
297,SHERRI RHODES,SHERRI.RHODES@sakilacustomer.org,Ahmadnagar,India,1
298,ERIKA PENA,ERIKA.PENA@sakilacustomer.org,Oulu,Finland,1
299,JAMES GANNON,JAMES.GANNON@sakilacustomer.org,Hiroshima,Japan,1
300,JOHN FARNSWORTH,JOHN.FARNSWORTH@sakilacustomer.org,Parbhani,India,1
301,ROBERT BAUGHMAN,ROBERT.BAUGHMAN@sakilacustomer.org,Kaliningrad,Russian Federation,1
302,MICHAEL SILVERMAN,MICHAEL.SILVERMAN@sakilacustomer.org,Tiefa,China,1
303,WILLIAM SATTERFIELD,WILLIAM.SATTERFIELD@sakilacustomer.org,Sanaa,Yemen,1
304,DAVID ROYAL,DAVID.ROYAL@sakilacustomer.org,Callao,Peru,1
305,RICHARD MCCRARY,RICHARD.MCCRARY@sakilacustomer.org,Arlington,United States,1
306,CHARLES KOWALSKI,CHARLES.KOWALSKI@sakilacustomer.org,Sungai Petani,Malaysia,1
307,JOSEPH JOY,JOSEPH.JOY@sakilacustomer.org,Angra dos Reis,Brazil,1
308,THOMAS GRIGSBY,THOMAS.GRIGSBY@sakilacustomer.org,Kansas City,United States,1
309,CHRISTOPHER GRECO,CHRISTOPHER.GRECO@sakilacustomer.org,Brescia,Italy,1
310,DANIEL CABRAL,DANIEL.CABRAL@sakilacustomer.org,Ibirit,Brazil,1
311,PAUL TROUT,PAUL.TROUT@sakilacustomer.org,Kursk,Russian Federation,1
312,MARK RINEHART,MARK.RINEHART@sakilacustomer.org,Tabuk,Saudi Arabia,1
313,DONALD MAHON,DONALD.MAHON@sakilacustomer.org,Ezhou,China,1
314,GEORGE LINTON,GEORGE.LINTON@sakilacustomer.org,Sorocaba,Brazil,1
315,KENNETH GOODEN,KENNETH.GOODEN@sakilacustomer.org,Bat Yam,Israel,0
316,STEVEN CURLEY,STEVEN.CURLEY@sakilacustomer.org,Miraj,India,1
317,EDWARD BAUGH,EDWARD.BAUGH@sakilacustomer.org,Trshavn,Faroe Islands,1
318,BRIAN WYMAN,BRIAN.WYMAN@sakilacustomer.org,Bydgoszcz,Poland,1
319,RONALD WEINER,RONALD.WEINER@sakilacustomer.org,San Felipe del Progreso,Mexico,1
320,ANTHONY SCHWAB,ANTHONY.SCHWAB@sakilacustomer.org,Tafuna,American Samoa,1
321,KEVIN SCHULER,KEVIN.SCHULER@sakilacustomer.org,Birgunj,Nepal,1
322,JASON MORRISSEY,JASON.MORRISSEY@sakilacustomer.org,Baha Blanca,Argentina,1
323,MATTHEW MAHAN,MATTHEW.MAHAN@sakilacustomer.org,Cuautla,Mexico,1
324,GARY COY,GARY.COY@sakilacustomer.org,Yuzhou,China,1
325,TIMOTHY BUNN,TIMOTHY.BUNN@sakilacustomer.org,Braslia,Brazil,1
326,JOSE ANDREW,JOSE.ANDREW@sakilacustomer.org,Kingstown,Saint Vincent and the Grenadines,1
327,LARRY THRASHER,LARRY.THRASHER@sakilacustomer.org,Adana,Turkey,1
328,JEFFREY SPEAR,JEFFREY.SPEAR@sakilacustomer.org,Ciparay,Indonesia,1
329,FRANK WAGGONER,FRANK.WAGGONER@sakilacustomer.org,Jamalpur,Bangladesh,1
330,SCOTT SHELLEY,SCOTT.SHELLEY@sakilacustomer.org,Aurora,United States,1
331,ERIC ROBERT,ERIC.ROBERT@sakilacustomer.org,Santa F,Argentina,1
332,STEPHEN QUALLS,STEPHEN.QUALLS@sakilacustomer.org,Dhaka,Bangladesh,1
333,ANDREW PURDY,ANDREW.PURDY@sakilacustomer.org,Baku,Azerbaijan,1
334,RAYMOND MCWHORTER,RAYMOND.MCWHORTER@sakilacustomer.org,Sumqayit,Azerbaijan,1
335,GREGORY MAULDIN,GREGORY.MAULDIN@sakilacustomer.org,Sousse,Tunisia,1
336,JOSHUA MARK,JOSHUA.MARK@sakilacustomer.org,Rampur,India,1
337,JERRY JORDON,JERRY.JORDON@sakilacustomer.org,Onomichi,Japan,1
338,DENNIS GILMAN,DENNIS.GILMAN@sakilacustomer.org,Paarl,South Africa,1
339,WALTER PERRYMAN,WALTER.PERRYMAN@sakilacustomer.org,Xinxiang,China,1
340,PATRICK NEWSOM,PATRICK.NEWSOM@sakilacustomer.org,Hanoi,Vietnam,1
341,PETER MENARD,PETER.MENARD@sakilacustomer.org,Ede,Netherlands,1
342,HAROLD MARTINO,HAROLD.MARTINO@sakilacustomer.org,Boa Vista,Brazil,1
343,DOUGLAS GRAF,DOUGLAS.GRAF@sakilacustomer.org,Mexicali,Mexico,1
344,HENRY BILLINGSLEY,HENRY.BILLINGSLEY@sakilacustomer.org,Nukualofa,Tonga,1
345,CARL ARTIS,CARL.ARTIS@sakilacustomer.org,San Lorenzo,Paraguay,1
346,ARTHUR SIMPKINS,ARTHUR.SIMPKINS@sakilacustomer.org,Maikop,Russian Federation,1
347,RYAN SALISBURY,RYAN.SALISBURY@sakilacustomer.org,Daugavpils,Latvia,1
348,ROGER QUINTANILLA,ROGER.QUINTANILLA@sakilacustomer.org,Hsichuh,Taiwan,1
349,JOE GILLILAND,JOE.GILLILAND@sakilacustomer.org,Imus,Philippines,1
350,JUAN FRALEY,JUAN.FRALEY@sakilacustomer.org,Teboksary,Russian Federation,1
351,JACK FOUST,JACK.FOUST@sakilacustomer.org,Zeleznogorsk,Russian Federation,1
352,ALBERT CROUSE,ALBERT.CROUSE@sakilacustomer.org,Bamenda,Cameroon,1
353,JONATHAN SCARBOROUGH,JONATHAN.SCARBOROUGH@sakilacustomer.org,Pachuca de Soto,Mexico,1
354,JUSTIN NGO,JUSTIN.NGO@sakilacustomer.org,Santo Andr,Brazil,1
355,TERRY GRISSOM,TERRY.GRISSOM@sakilacustomer.org,Matsue,Japan,1
356,GERALD FULTZ,GERALD.FULTZ@sakilacustomer.org,Satna,India,1
357,KEITH RICO,KEITH.RICO@sakilacustomer.org,Bratislava,Slovakia,1
358,SAMUEL MARLOW,SAMUEL.MARLOW@sakilacustomer.org,Ranchi,India,1
359,WILLIE MARKHAM,WILLIE.MARKHAM@sakilacustomer.org,Almirante Brown,Argentina,1
360,RALPH MADRIGAL,RALPH.MADRIGAL@sakilacustomer.org,Arecibo,Puerto Rico,1
361,LAWRENCE LAWTON,LAWRENCE.LAWTON@sakilacustomer.org,Yaound,Cameroon,1
362,NICHOLAS BARFIELD,NICHOLAS.BARFIELD@sakilacustomer.org,Belm,Brazil,1
363,ROY WHITING,ROY.WHITING@sakilacustomer.org,Nyeri,Kenya,1
364,BENJAMIN VARNEY,BENJAMIN.VARNEY@sakilacustomer.org,Guadalajara,Mexico,1
365,BRUCE SCHWARZ,BRUCE.SCHWARZ@sakilacustomer.org,Okinawa,Japan,1
366,BRANDON HUEY,BRANDON.HUEY@sakilacustomer.org,Balikesir,Turkey,1
367,ADAM GOOCH,ADAM.GOOCH@sakilacustomer.org,Adoni,India,1
368,HARRY ARCE,HARRY.ARCE@sakilacustomer.org,Najafabad,Iran,0
369,FRED WHEAT,FRED.WHEAT@sakilacustomer.org,Jurez,Mexico,1
370,WAYNE TRUONG,WAYNE.TRUONG@sakilacustomer.org,Gulbarga,India,1
371,BILLY POULIN,BILLY.POULIN@sakilacustomer.org,Cabuyao,Philippines,1
372,STEVE MACKENZIE,STEVE.MACKENZIE@sakilacustomer.org,Probolinggo,Indonesia,1
373,LOUIS LEONE,LOUIS.LEONE@sakilacustomer.org,Tanauan,Philippines,1
374,JEREMY HURTADO,JEREMY.HURTADO@sakilacustomer.org,Vitria de Santo Anto,Brazil,1
375,AARON SELBY,AARON.SELBY@sakilacustomer.org,Mwene-Ditu,"Congo, The Democratic Republic of the",1
376,RANDY GAITHER,RANDY.GAITHER@sakilacustomer.org,Kurgan,Russian Federation,1
377,HOWARD FORTNER,HOWARD.FORTNER@sakilacustomer.org,Kermanshah,Iran,1
378,EUGENE CULPEPPER,EUGENE.CULPEPPER@sakilacustomer.org,Shenzhen,China,1
379,CARLOS COUGHLIN,CARLOS.COUGHLIN@sakilacustomer.org,Bhavnagar,India,1
380,RUSSELL BRINSON,RUSSELL.BRINSON@sakilacustomer.org,Tychy,Poland,1
381,BOBBY BOUDREAU,BOBBY.BOUDREAU@sakilacustomer.org,South Hill,Anguilla,1
382,VICTOR BARKLEY,VICTOR.BARKLEY@sakilacustomer.org,Manchester,United States,1
383,MARTIN BALES,MARTIN.BALES@sakilacustomer.org,Namibe,Angola,1
384,ERNEST STEPP,ERNEST.STEPP@sakilacustomer.org,Huaian,China,1
385,PHILLIP HOLM,PHILLIP.HOLM@sakilacustomer.org,Tama,Japan,1
386,TODD TAN,TODD.TAN@sakilacustomer.org,Kamjanets-Podilskyi,Ukraine,1
387,JESSE SCHILLING,JESSE.SCHILLING@sakilacustomer.org,Lubumbashi,"Congo, The Democratic Republic of the",1
388,CRAIG MORRELL,CRAIG.MORRELL@sakilacustomer.org,Cavite,Philippines,1
389,ALAN KAHN,ALAN.KAHN@sakilacustomer.org,Emeishan,China,1
390,SHAWN HEATON,SHAWN.HEATON@sakilacustomer.org,Nakhon Sawan,Thailand,1
391,CLARENCE GAMEZ,CLARENCE.GAMEZ@sakilacustomer.org,Izumisano,Japan,1
392,SEAN DOUGLASS,SEAN.DOUGLASS@sakilacustomer.org,Addis Abeba,Ethiopia,1
393,PHILIP CAUSEY,PHILIP.CAUSEY@sakilacustomer.org,Korolev,Russian Federation,1
394,CHRIS BROTHERS,CHRIS.BROTHERS@sakilacustomer.org,Gijn,Spain,1
395,JOHNNY TURPIN,JOHNNY.TURPIN@sakilacustomer.org,al-Qadarif,Sudan,1
396,EARL SHANKS,EARL.SHANKS@sakilacustomer.org,Iwatsuki,Japan,1
397,JIMMY SCHRADER,JIMMY.SCHRADER@sakilacustomer.org,Atinsk,Russian Federation,1
398,ANTONIO MEEK,ANTONIO.MEEK@sakilacustomer.org,Bag,Brazil,1
399,DANNY ISOM,DANNY.ISOM@sakilacustomer.org,Okara,Pakistan,1
400,BRYAN HARDISON,BRYAN.HARDISON@sakilacustomer.org,Dallas,United States,1
401,TONY CARRANZA,TONY.CARRANZA@sakilacustomer.org,Koriyama,Japan,1
402,LUIS YANEZ,LUIS.YANEZ@sakilacustomer.org,Brest,France,1
403,MIKE WAY,MIKE.WAY@sakilacustomer.org,Valparai,India,1
404,STANLEY SCROGGINS,STANLEY.SCROGGINS@sakilacustomer.org,Omiya,Japan,1
405,LEONARD SCHOFIELD,LEONARD.SCHOFIELD@sakilacustomer.org,Tandil,Argentina,1
406,NATHAN RUNYON,NATHAN.RUNYON@sakilacustomer.org,Charlotte Amalie,"Virgin Islands, U.S.",0
407,DALE RATCLIFF,DALE.RATCLIFF@sakilacustomer.org,Rustenburg,South Africa,1
408,MANUEL MURRELL,MANUEL.MURRELL@sakilacustomer.org,Jaffna,Sri Lanka,1
409,RODNEY MOELLER,RODNEY.MOELLER@sakilacustomer.org,Deba Habe,Nigeria,1
410,CURTIS IRBY,CURTIS.IRBY@sakilacustomer.org,Richmond Hill,Canada,1
411,NORMAN CURRIER,NORMAN.CURRIER@sakilacustomer.org,Cianjur,Indonesia,1
412,ALLEN BUTTERFIELD,ALLEN.BUTTERFIELD@sakilacustomer.org,Hoshiarpur,India,1
413,MARVIN YEE,MARVIN.YEE@sakilacustomer.org,Berhampore (Baharampur),India,1
414,VINCENT RALSTON,VINCENT.RALSTON@sakilacustomer.org,Allende,Mexico,1
415,GLENN PULLEN,GLENN.PULLEN@sakilacustomer.org,Amersfoort,Netherlands,1
416,JEFFERY PINSON,JEFFERY.PINSON@sakilacustomer.org,Dadu,Pakistan,1
417,TRAVIS ESTEP,TRAVIS.ESTEP@sakilacustomer.org,al-Qatif,Saudi Arabia,1
418,JEFF EAST,JEFF.EAST@sakilacustomer.org,San Felipe de Puerto Plata,Dominican Republic,1
419,CHAD CARBONE,CHAD.CARBONE@sakilacustomer.org,Katihar,India,1
420,JACOB LANCE,JACOB.LANCE@sakilacustomer.org,El Monte,United States,1
421,LEE HAWKS,LEE.HAWKS@sakilacustomer.org,Pudukkottai,India,1
422,MELVIN ELLINGTON,MELVIN.ELLINGTON@sakilacustomer.org,Laohekou,China,1
423,ALFRED CASILLAS,ALFRED.CASILLAS@sakilacustomer.org,Sawhaj,Egypt,1
424,KYLE SPURLOCK,KYLE.SPURLOCK@sakilacustomer.org,Shanwei,China,1
425,FRANCIS SIKES,FRANCIS.SIKES@sakilacustomer.org,San Juan Bautista Tuxtepec,Mexico,1
426,BRADLEY MOTLEY,BRADLEY.MOTLEY@sakilacustomer.org,Purnea (Purnia),India,1
427,JESUS MCCARTNEY,JESUS.MCCARTNEY@sakilacustomer.org,Guaruj,Brazil,1
428,HERBERT KRUGER,HERBERT.KRUGER@sakilacustomer.org,Syktyvkar,Russian Federation,1
429,FREDERICK ISBELL,FREDERICK.ISBELL@sakilacustomer.org,Tsuyama,Japan,1
430,RAY HOULE,RAY.HOULE@sakilacustomer.org,Dzerzinsk,Russian Federation,1
431,JOEL FRANCISCO,JOEL.FRANCISCO@sakilacustomer.org,Sucre,Bolivia,1
432,EDWIN BURK,EDWIN.BURK@sakilacustomer.org,Newcastle,South Africa,1
433,DON BONE,DON.BONE@sakilacustomer.org,Naala-Porto,Mozambique,1
434,EDDIE TOMLIN,EDDIE.TOMLIN@sakilacustomer.org,Ozamis,Philippines,1
435,RICKY SHELBY,RICKY.SHELBY@sakilacustomer.org,Junan,China,1
436,TROY QUIGLEY,TROY.QUIGLEY@sakilacustomer.org,Vancouver,Canada,1
437,RANDALL NEUMANN,RANDALL.NEUMANN@sakilacustomer.org,La Romana,Dominican Republic,1
438,BARRY LOVELACE,BARRY.LOVELACE@sakilacustomer.org,Kitwe,Zambia,1
439,ALEXANDER FENNELL,ALEXANDER.FENNELL@sakilacustomer.org,Bergamo,Italy,1
440,BERNARD COLBY,BERNARD.COLBY@sakilacustomer.org,Dhule (Dhulia),India,1
441,MARIO CHEATHAM,MARIO.CHEATHAM@sakilacustomer.org,Batna,Algeria,1
442,LEROY BUSTAMANTE,LEROY.BUSTAMANTE@sakilacustomer.org,Tongliao,China,1
443,FRANCISCO SKIDMORE,FRANCISCO.SKIDMORE@sakilacustomer.org,So Leopoldo,Brazil,1
444,MARCUS HIDALGO,MARCUS.HIDALGO@sakilacustomer.org,Tartu,Estonia,1
445,MICHEAL FORMAN,MICHEAL.FORMAN@sakilacustomer.org,Escobar,Argentina,1
446,THEODORE CULP,THEODORE.CULP@sakilacustomer.org,Uluberia,India,0
447,CLIFFORD BOWENS,CLIFFORD.BOWENS@sakilacustomer.org,Nabereznyje Telny,Russian Federation,1
448,MIGUEL BETANCOURT,MIGUEL.BETANCOURT@sakilacustomer.org,Erlangen,Germany,1
449,OSCAR AQUINO,OSCAR.AQUINO@sakilacustomer.org,Sirjan,Iran,1
450,JAY ROBB,JAY.ROBB@sakilacustomer.org,Surakarta,Indonesia,1
451,JIM REA,JIM.REA@sakilacustomer.org,El Fuerte,Mexico,1
452,TOM MILNER,TOM.MILNER@sakilacustomer.org,Abu Dhabi,United Arab Emirates,1
453,CALVIN MARTEL,CALVIN.MARTEL@sakilacustomer.org,Maracabo,Venezuela,1
454,ALEX GRESHAM,ALEX.GRESHAM@sakilacustomer.org,Uruapan,Mexico,1
455,JON WILES,JON.WILES@sakilacustomer.org,El Alto,Bolivia,1
456,RONNIE RICKETTS,RONNIE.RICKETTS@sakilacustomer.org,Ziguinchor,Senegal,1
457,BILL GAVIN,BILL.GAVIN@sakilacustomer.org,Rockford,United States,1
458,LLOYD DOWD,LLOYD.DOWD@sakilacustomer.org,Tegal,Indonesia,1
459,TOMMY COLLAZO,TOMMY.COLLAZO@sakilacustomer.org,Qomsheh,Iran,1
460,LEON BOSTIC,LEON.BOSTIC@sakilacustomer.org,Florencia,Colombia,1
461,DEREK BLAKELY,DEREK.BLAKELY@sakilacustomer.org,Gingoog,Philippines,1
462,WARREN SHERROD,WARREN.SHERROD@sakilacustomer.org,Usolje-Sibirskoje,Russian Federation,1
463,DARRELL POWER,DARRELL.POWER@sakilacustomer.org,Halifax,Canada,1
464,JEROME KENYON,JEROME.KENYON@sakilacustomer.org,Rancagua,Chile,1
465,FLOYD GANDY,FLOYD.GANDY@sakilacustomer.org,Zapopan,Mexico,1
466,LEO EBERT,LEO.EBERT@sakilacustomer.org,Dongying,China,1
467,ALVIN DELOACH,ALVIN.DELOACH@sakilacustomer.org,Cuauhtmoc,Mexico,1
468,TIM CARY,TIM.CARY@sakilacustomer.org,Bijapur,India,1
469,WESLEY BULL,WESLEY.BULL@sakilacustomer.org,Ourense (Orense),Spain,1
470,GORDON ALLARD,GORDON.ALLARD@sakilacustomer.org,Hodeida,Yemen,1
471,DEAN SAUER,DEAN.SAUER@sakilacustomer.org,Johannesburg,South Africa,1
472,GREG ROBINS,GREG.ROBINS@sakilacustomer.org,Nam Dinh,Vietnam,1
473,JORGE OLIVARES,JORGE.OLIVARES@sakilacustomer.org,Lhokseumawe,Indonesia,1
474,DUSTIN GILLETTE,DUSTIN.GILLETTE@sakilacustomer.org,Emmen,Netherlands,1
475,PEDRO CHESTNUT,PEDRO.CHESTNUT@sakilacustomer.org,ostka,Ukraine,1
476,DERRICK BOURQUE,DERRICK.BOURQUE@sakilacustomer.org,Gatineau,Canada,1
477,DAN PAINE,DAN.PAINE@sakilacustomer.org,Stockport,United Kingdom,1
478,LEWIS LYMAN,LEWIS.LYMAN@sakilacustomer.org,Ashqelon,Israel,1
479,ZACHARY HITE,ZACHARY.HITE@sakilacustomer.org,Akron,United States,1
480,COREY HAUSER,COREY.HAUSER@sakilacustomer.org,Gaziantep,Turkey,1
481,HERMAN DEVORE,HERMAN.DEVORE@sakilacustomer.org,Mwanza,Tanzania,1
482,MAURICE CRAWLEY,MAURICE.CRAWLEY@sakilacustomer.org,Coatzacoalcos,Mexico,0
483,VERNON CHAPA,VERNON.CHAPA@sakilacustomer.org,Denizli,Turkey,1
484,ROBERTO VU,ROBERTO.VU@sakilacustomer.org,Yinchuan,China,1
485,CLYDE TOBIAS,CLYDE.TOBIAS@sakilacustomer.org,Shaoguan,China,1
486,GLEN TALBERT,GLEN.TALBERT@sakilacustomer.org,Acua,Mexico,1
487,HECTOR POINDEXTER,HECTOR.POINDEXTER@sakilacustomer.org,Pjatigorsk,Russian Federation,1
488,SHANE MILLARD,SHANE.MILLARD@sakilacustomer.org,La Paz,Mexico,1
489,RICARDO MEADOR,RICARDO.MEADOR@sakilacustomer.org,Okayama,Japan,1
490,SAM MCDUFFIE,SAM.MCDUFFIE@sakilacustomer.org,Sogamoso,Colombia,1
491,RICK MATTOX,RICK.MATTOX@sakilacustomer.org,Mit Ghamr,Egypt,1
492,LESTER KRAUS,LESTER.KRAUS@sakilacustomer.org,Kanchrapara,India,1
493,BRENT HARKINS,BRENT.HARKINS@sakilacustomer.org,Sultanbeyli,Turkey,1
494,RAMON CHOATE,RAMON.CHOATE@sakilacustomer.org,Robamba,Ecuador,1
495,CHARLIE BESS,CHARLIE.BESS@sakilacustomer.org,Baiyin,China,1
496,TYLER WREN,TYLER.WREN@sakilacustomer.org,Rizhao,China,1
497,GILBERT SLEDGE,GILBERT.SLEDGE@sakilacustomer.org,York,United Kingdom,1
498,GENE SANBORN,GENE.SANBORN@sakilacustomer.org,Salala,Oman,1
499,MARC OUTLAW,MARC.OUTLAW@sakilacustomer.org,Brindisi,Italy,1
500,REGINALD KINDER,REGINALD.KINDER@sakilacustomer.org,Madiun,Indonesia,1
501,RUBEN GEARY,RUBEN.GEARY@sakilacustomer.org,Lublin,Poland,1
502,BRETT CORNWELL,BRETT.CORNWELL@sakilacustomer.org,Siliguri (Shiliguri),India,1
503,ANGEL BARCLAY,ANGEL.BARCLAY@sakilacustomer.org,Ueda,Japan,1
504,NATHANIEL ADAM,NATHANIEL.ADAM@sakilacustomer.org,Joliet,United States,1
505,RAFAEL ABNEY,RAFAEL.ABNEY@sakilacustomer.org,Talavera,Philippines,1
506,LESLIE SEWARD,LESLIE.SEWARD@sakilacustomer.org,Pontianak,Indonesia,1
507,EDGAR RHOADS,EDGAR.RHOADS@sakilacustomer.org,Eskisehir,Turkey,1
508,MILTON HOWLAND,MILTON.HOWLAND@sakilacustomer.org,Vijayawada,India,1
509,RAUL FORTIER,RAUL.FORTIER@sakilacustomer.org,Chapra,India,1
510,BEN EASTER,BEN.EASTER@sakilacustomer.org,Kamyin,Russian Federation,0
511,CHESTER BENNER,CHESTER.BENNER@sakilacustomer.org,Suihua,China,1
512,CECIL VINES,CECIL.VINES@sakilacustomer.org,London,United Kingdom,1
513,DUANE TUBBS,DUANE.TUBBS@sakilacustomer.org,Yangor,Nauru,1
514,FRANKLIN TROUTMAN,FRANKLIN.TROUTMAN@sakilacustomer.org,Zaoyang,China,1
515,ANDRE RAPP,ANDRE.RAPP@sakilacustomer.org,Coquimbo,Chile,1
516,ELMER NOE,ELMER.NOE@sakilacustomer.org,Battambang,Cambodia,1
517,BRAD MCCURDY,BRAD.MCCURDY@sakilacustomer.org,Chungho,Taiwan,1
518,GABRIEL HARDER,GABRIEL.HARDER@sakilacustomer.org,Sivas,Turkey,1
519,RON DELUCA,RON.DELUCA@sakilacustomer.org,Isesaki,Japan,1
520,MITCHELL WESTMORELAND,MITCHELL.WESTMORELAND@sakilacustomer.org,Nha Trang,Vietnam,1
521,ROLAND SOUTH,ROLAND.SOUTH@sakilacustomer.org,Yingkou,China,1
522,ARNOLD HAVENS,ARNOLD.HAVENS@sakilacustomer.org,Santa Rosa,Philippines,1
523,HARVEY GUAJARDO,HARVEY.GUAJARDO@sakilacustomer.org,Vinh,Vietnam,1
524,JARED ELY,JARED.ELY@sakilacustomer.org,Purwakarta,Indonesia,1
525,ADRIAN CLARY,ADRIAN.CLARY@sakilacustomer.org,Udine,Italy,1
526,KARL SEAL,KARL.SEAL@sakilacustomer.org,Cape Coral,United States,1
527,CORY MEEHAN,CORY.MEEHAN@sakilacustomer.org,Mogiljov,Belarus,1
528,CLAUDE HERZOG,CLAUDE.HERZOG@sakilacustomer.org,Benguela,Angola,1
529,ERIK GUILLEN,ERIK.GUILLEN@sakilacustomer.org,Bhimavaram,India,1
530,DARRYL ASHCRAFT,DARRYL.ASHCRAFT@sakilacustomer.org,Ezeiza,Argentina,1
531,JAMIE WAUGH,JAMIE.WAUGH@sakilacustomer.org,Kuwana,Japan,1
532,NEIL RENNER,NEIL.RENNER@sakilacustomer.org,Cam Ranh,Vietnam,1
533,JESSIE MILAM,JESSIE.MILAM@sakilacustomer.org,Binzhou,China,1
534,CHRISTIAN JUNG,CHRISTIAN.JUNG@sakilacustomer.org,Amroha,India,0
535,JAVIER ELROD,JAVIER.ELROD@sakilacustomer.org,NDjamna,Chad,1
536,FERNANDO CHURCHILL,FERNANDO.CHURCHILL@sakilacustomer.org,Tonghae,South Korea,1
537,CLINTON BUFORD,CLINTON.BUFORD@sakilacustomer.org,Aurora,United States,1
538,TED BREAUX,TED.BREAUX@sakilacustomer.org,Baicheng,China,1
539,MATHEW BOLIN,MATHEW.BOLIN@sakilacustomer.org,Valencia,Venezuela,1
540,TYRONE ASHER,TYRONE.ASHER@sakilacustomer.org,Ruse,Bulgaria,1
541,DARREN WINDHAM,DARREN.WINDHAM@sakilacustomer.org,Livorno,Italy,1
542,LONNIE TIRADO,LONNIE.TIRADO@sakilacustomer.org,Pangkal Pinang,Indonesia,1
543,LANCE PEMBERTON,LANCE.PEMBERTON@sakilacustomer.org,Beni-Mellal,Morocco,1
544,CODY NOLEN,CODY.NOLEN@sakilacustomer.org,So Bernardo do Campo,Brazil,1
545,JULIO NOLAND,JULIO.NOLAND@sakilacustomer.org,Konotop,Ukraine,1
546,KELLY KNOTT,KELLY.KNOTT@sakilacustomer.org,Sanya,China,1
547,KURT EMMONS,KURT.EMMONS@sakilacustomer.org,Kanazawa,Japan,1
548,ALLAN CORNISH,ALLAN.CORNISH@sakilacustomer.org,Tarlac,Philippines,1
549,NELSON CHRISTENSON,NELSON.CHRISTENSON@sakilacustomer.org,Santiago de Compostela,Spain,1
550,GUY BROWNLEE,GUY.BROWNLEE@sakilacustomer.org,Zhoushan,China,1
551,CLAYTON BARBEE,CLAYTON.BARBEE@sakilacustomer.org,Alvorada,Brazil,1
552,HUGH WALDROP,HUGH.WALDROP@sakilacustomer.org,Haining,China,1
553,MAX PITT,MAX.PITT@sakilacustomer.org,Novi Sad,Yugoslavia,1
554,DWAYNE OLVERA,DWAYNE.OLVERA@sakilacustomer.org,Rajkot,India,1
555,DWIGHT LOMBARDI,DWIGHT.LOMBARDI@sakilacustomer.org,Chatsworth,South Africa,1
556,ARMANDO GRUBER,ARMANDO.GRUBER@sakilacustomer.org,Southport,United Kingdom,1
557,FELIX GAFFNEY,FELIX.GAFFNEY@sakilacustomer.org,Vilnius,Lithuania,1
558,JIMMIE EGGLESTON,JIMMIE.EGGLESTON@sakilacustomer.org,Wroclaw,Poland,0
559,EVERETT BANDA,EVERETT.BANDA@sakilacustomer.org,Bilbays,Egypt,1
560,JORDAN ARCHULETA,JORDAN.ARCHULETA@sakilacustomer.org,Avellaneda,Argentina,1
561,IAN STILL,IAN.STILL@sakilacustomer.org,Garland,United States,1
562,WALLACE SLONE,WALLACE.SLONE@sakilacustomer.org,Sokoto,Nigeria,1
563,KEN PREWITT,KEN.PREWITT@sakilacustomer.org,Bucuresti,Romania,1
564,BOB PFEIFFER,BOB.PFEIFFER@sakilacustomer.org,Xintai,China,1
565,JAIME NETTLES,JAIME.NETTLES@sakilacustomer.org,Hunuco,Peru,1
566,CASEY MENA,CASEY.MENA@sakilacustomer.org,Tokat,Turkey,1
567,ALFREDO MCADAMS,ALFREDO.MCADAMS@sakilacustomer.org,Serpuhov,Russian Federation,1
568,ALBERTO HENNING,ALBERTO.HENNING@sakilacustomer.org,Barcelona,Venezuela,1
569,DAVE GARDINER,DAVE.GARDINER@sakilacustomer.org,Leshan,China,1
570,IVAN CROMWELL,IVAN.CROMWELL@sakilacustomer.org,Monclova,Mexico,1
571,JOHNNIE CHISHOLM,JOHNNIE.CHISHOLM@sakilacustomer.org,Plock,Poland,1
572,SIDNEY BURLESON,SIDNEY.BURLESON@sakilacustomer.org,Czestochowa,Poland,1
573,BYRON BOX,BYRON.BOX@sakilacustomer.org,Zhezqazghan,Kazakstan,1
574,JULIAN VEST,JULIAN.VEST@sakilacustomer.org,Akishima,Japan,1
575,ISAAC OGLESBY,ISAAC.OGLESBY@sakilacustomer.org,Cuernavaca,Mexico,1
576,MORRIS MCCARTER,MORRIS.MCCARTER@sakilacustomer.org,Fengshan,Taiwan,1
577,CLIFTON MALCOLM,CLIFTON.MALCOLM@sakilacustomer.org,Tanshui,Taiwan,1
578,WILLARD LUMPKIN,WILLARD.LUMPKIN@sakilacustomer.org,Carmen,Mexico,1
579,DARYL LARUE,DARYL.LARUE@sakilacustomer.org,Mosul,Iraq,1
580,ROSS GREY,ROSS.GREY@sakilacustomer.org,Iligan,Philippines,1
581,VIRGIL WOFFORD,VIRGIL.WOFFORD@sakilacustomer.org,Jos Azueta,Mexico,1
582,ANDY VANHORN,ANDY.VANHORN@sakilacustomer.org,Huejutla de Reyes,Mexico,1
583,MARSHALL THORN,MARSHALL.THORN@sakilacustomer.org,Southampton,United Kingdom,1
584,SALVADOR TEEL,SALVADOR.TEEL@sakilacustomer.org,Banjul,Gambia,1
